id,pop_2015,pop_2016,pop_2017,pop_2018,pop_2019,pop_2020,pop_2021,pop_2022,pop_2023,pop_2024
165,193.8461458981037,199.89315830077976,206.81095558032393,213.6479709520936,220.7516983905807,228.10593370720744,235.7126319045201,243.70906526967883,251.13369199354202,258.84351400099695
166,137.67640069127083,142.19790661334991,147.26457278057933,152.38437802530825,157.68528524041176,163.06708294525743,168.060472574085,173.07936923578382,177.48481837287545,181.83889024704695
224,213.41022173315287,220.23535715788603,228.251082027331,236.30630373582244,244.4818636327982,252.89568713121116,261.54732329491526,270.50647981092334,278.73293762654066,287.1013338007033
225,160.80608095228672,165.61741542257369,171.25325001776218,176.9676583223045,182.7274422571063,188.83486684039235,194.69558015465736,200.5750556141138,205.92944217845798,211.34278866648674
281,229.72344925999641,236.8264925768599,244.77546200156212,252.63734849914908,260.67191641032696,268.9074702821672,277.10141140874475,285.38050862029195,292.71308372169733,300.0844541937113
282,96.11299157142639,98.94247985910624,102.19747404195368,105.45197060704231,108.66405464708805,112.01001499593258,115.41952656954527,118.87218037992716,122.04340330511332,125.35072886943817
283,181.85616793483496,188.1387839941308,195.3447869401425,203.1421212181449,211.37820070795715,220.08612406812608,229.44482431560755,239.48339457064867,248.64251113310456,258.14284197986126
340,30.678207829594612,31.426403906196356,32.305506728589535,33.21102702617645,34.09926299750805,35.06498493254185,35.98024581372738,36.8671876527369,37.67061467282474,38.482121262699366
341,124.65909071266651,128.62982413638383,133.40656548924744,138.4237858708948,143.52823546156287,149.15861162543297,154.682275056839,160.15446465462446,165.09008053597063,170.0948088094592
342,102.31578729301691,105.58633599616587,109.38159918785095,113.45480349287391,117.81524941697717,122.40292373672128,127.2378746457398,132.32093964144588,137.24582082778215,142.38839804288
397,102.76348846405745,105.8906440930441,109.44079589098692,112.84571627154946,116.18795111775398,119.60031775012612,122.80496418476105,125.87915036827326,128.632044903934,131.3611412793398
398,114.02876292169094,117.39643095433712,121.36329440772533,125.16379643976688,128.94326774775982,132.80177818238735,136.56182251870632,140.35280257463455,143.93650865089148,147.66516329534352
399,58.27763034403324,59.822361873462796,61.674491845071316,63.62777637131512,65.52910598739982,67.58530419319868,69.60299300402403,71.701171990484,73.65725811943412,75.87392570823431
456,118.62968237698078,122.14712097495794,126.29862540215254,130.4218585509807,134.58893235772848,139.07237639278173,143.2571974620223,147.50461617857218,151.25591422617435,155.08755493815988
457,51.72610932588577,53.36034593358636,55.202120991423726,57.100257409736514,58.97527723014355,61.00270001962781,62.86526495218277,64.66231764853,66.27338573522866,67.9119395762682
458,138.37328170239925,142.58812224119902,147.2549877986312,152.35156780015677,157.4812812283635,162.84746591746807,168.01800616458058,173.30237783491611,178.00872966647148,182.61566891148686
513,92.90700078010559,95.50253405701369,98.29458484053612,101.0742200538516,103.74905184283853,106.52484215423465,109.00964074581861,111.46178594604135,113.62960073724389,115.78815722838044
514,105.8147506043315,109.06973015982658,112.93126193434,116.81753551587462,120.75597571581602,124.95474932342768,129.01364459842443,132.9567686766386,136.50032306462526,140.08655955642462
515,79.2328480258584,81.52611353993416,83.94737177342176,86.35776983201504,88.65860974602401,91.0758244395256,93.27081703394651,95.47754710912704,97.38318373635411,99.23672334849834
572,130.33638691157103,134.16009712964296,138.59757060557604,142.91325922310352,147.13850659877062,151.52330967783928,155.68097909539938,159.71378526091576,163.28027890622616,166.8987258002162
