id,pop_2000,pop_2001,pop_2002,pop_2003,pop_2004,pop_2005,pop_2006,pop_2007,pop_2008,pop_2009,pop_2010,pop_2011,pop_2012,pop_2013,pop_2014,pop_2015,pop_2016,pop_2017,pop_2018,pop_2019,pop_2020
165,90.2246984243393,95.64855360984802,92.94684433937073,99.55238109827042,100.15173435211182,99.15139907598495,100.06956332921982,101.73643070459366,104.15207099914551,109.18955707550049,105.3904618024826,107.39620435237885,103.29790699481964,105.06520086526871,110.46833437681198,108.2859188914299,106.08780807256699,113.68441838026047,113.34248840808868,114.73188883066177,116.03959399461746
166,86.53519749641418,70.70739361643791,63.38032031059265,64.98665139079094,61.80462583899498,54.127989023923874,58.71318417787552,63.276280373334885,63.71753257513046,69.4045917391777,69.43667358160019,71.3255366384983,65.24548354744911,83.8397147655487,88.93250739574432,85.91730397939682,82.28585207462311,88.56729167699814,88.25557768344879,92.0301992893219,93.19951224327087
224,95.53868329524994,89.67342323064804,84.19866526126862,85.56127506494522,85.75854390859604,82.66542285680771,82.60013645887375,84.60343968868256,84.28751254081726,87.4858068227768,85.59783536195755,86.79145866632462,79.1607836484909,89.7085410952568,95.70955663919449,94.00950545072556,89.94987004995346,97.55653566122055,95.77201414108276,101.00696927309036,99.9746630191803
225,80.20945018529892,72.10953360795975,66.51963669061661,67.13197231292725,60.722808599472046,54.782519578933716,58.7501659989357,62.27833420038223,62.07732576131821,69.55178546905518,70.68959206342697,69.41603416204453,66.13322591781616,81.056345641613,85.99724525213242,83.01381784677505,80.29226207733154,87.17900311946869,87.5276792049408,90.62356281280518,91.45667099952698
281,110.14388567209244,101.63466084003448,97.85089910030365,104.59624034166336,105.55585211515427,104.71666568517685,106.43055146932602,107.09674024581909,110.11288499832153,119.34377253055573,111.85205113887787,114.34739202260971,109.13590294122696,114.97552555799484,120.66970777511597,116.22650557756424,111.65193098783493,119.75449043512344,120.6546038389206,120.8523679971695,123.11401671171188
282,62.60342526435852,59.092668652534485,55.552906572818756,57.43403059244156,53.66325479745865,47.63552311062813,51.48537814617157,52.83840936422348,52.55570578575134,58.78793042898178,60.32222503423691,60.26841980218887,56.31501805782318,71.03758066892624,73.15963637828827,72.0809166431427,70.33154153823853,74.65852826833725,73.86253142356873,79.3431561589241,76.8890717625618
283,36.44767248630524,51.54706859588623,49.8057362139225,54.1228021979332,52.30906671285629,53.007482558488846,53.60774150490761,56.83473899960518,57.62547168135643,57.91112554073334,58.87251117825508,57.660808354616165,60.393884122371674,60.62231069803238,62.34988224506378,63.76272055506706,59.763141095638275,63.59736105799675,63.25017675757408,66.19817304611206,65.26177901029587
340,76.70214331150055,74.86200439929962,71.26171028614044,75.71268516778946,74.3491495847702,73.00198942422867,75.83544528484344,76.7359186410904,75.41939383745193,78.05608606338501,77.49308657646179,78.11708241701126,76.6133348941803,81.94129657745361,87.98980301618576,87.11028063297272,84.31710207462311,89.21988332271576,87.29703533649445,94.6501704454422,90.58652555942535
341,61.12759339809418,61.34009230136871,60.07344228029251,64.4992847442627,61.97088146209717,61.519243866205215,62.81643187999725,66.04740482568741,66.33704489469528,68.84739542007446,69.83806371688843,68.64305877685547,69.87354910373688,74.28707695007324,74.9073389172554,72.62860482931137,70.83281314373016,73.84479677677155,74.08683860301971,77.74386632442474,76.70144480466843
342,38.41355800628662,59.044193983078,59.06203618645668,62.56449872255325,62.159571915864944,63.21807557344437,63.12528857588768,67.75650346279144,69.78679251670837,70.78517931699753,71.56153929233551,69.66007298231125,70.93329924345016,74.81271749734879,76.75258028507233,75.81572729349136,77.51982355117798,80.23523730039597,78.41320466995239,80.23418372869492,83.07578033208847
397,86.5245805978775,83.2842852473259,81.82078444957733,87.42182451486588,86.78761124610901,86.94814395904541,90.02273041009903,89.93233412504196,91.40182906389236,97.3156504034996,92.87945812940598,93.61897045373917,94.08396488428116,97.72157710790634,104.71021908521652,100.2394495010376,97.36305260658264,105.15024477243423,103.79045021533966,107.52931189537048,106.18330502510071
398,61.2064745426178,60.078963339328766,58.542338132858276,61.33800381422043,60.80515819787979,60.823046803474426,62.82168185710907,66.55034106969833,66.27431511878967,68.28820139169693,67.70373201370239,67.47947096824646,67.1278555393219,73.60645997524261,74.64807033538818,75.12825953960419,72.57916516065598,75.17316126823425,74.70352053642273,80.02294301986694,77.16847133636475
399,64.25051939487457,67.5387624502182,67.18121659755707,70.91967612504959,71.47733736038208,71.59078031778336,72.06466788053513,75.92889213562012,77.025210916996,79.52893227338791,80.38141375780106,78.74799364805222,78.93188834190369,84.1132019162178,86.07806783914566,81.8443922996521,87.38593381643295,90.04432886838913,89.07084530591965,90.3213079571724,93.63049727678299
456,65.76959723234177,65.1254905462265,62.42033362388611,65.32808619737625,66.8305071592331,67.31888121366501,71.70703744888306,72.89394968748093,74.0584847331047,75.62475156784058,74.22465699911118,74.0922799706459,76.58694809675217,81.20289570093155,85.67724812030792,84.43782240152359,82.3618888258934,84.95706343650818,84.17316156625748,89.91809237003326,86.74704849720001
457,61.345884680747986,64.17095267772675,63.36799019575119,67.20384347438812,66.91440045833588,67.33933156728745,69.06535875797272,72.84126669168472,73.78028380870819,75.86506766080856,76.9598753452301,75.60046529769897,82.90918976068497,81.46558213233948,80.39935749769211,77.0411845445633,79.94270938634872,82.61720365285873,81.8009318113327,84.11926311254501,85.88584399223328
458,60.93484717607498,70.1805574297905,71.65909457206726,81.20788431167603,82.51120150089264,87.52273547649384,88.20397353172302,94.89543014764786,92.96538835763931,97.5725849866867,97.38680672645569,97.70510751008987,97.48970675468445,100.88416230678558,104.11035180091858,101.01333290338516,108.01067453622818,109.98709040880203,111.44147837162018,112.24147891998291,115.8667464852333
513,60.461289167404175,65.27957862615585,64.06265819072723,67.02663201093674,67.11976116895676,67.87681430578232,70.77731895446777,71.95558422803879,72.47604322433472,76.8834337592125,73.78992807865143,72.54090249538422,76.46506822109222,79.12129557132721,82.70608729124069,80.31567752361298,80.98304629325867,85.5772602558136,85.32359457015991,89.94007813930511,87.94381737709045
514,59.831264197826385,60.38346719741821,59.03391021490097,64.49885821342468,67.94034260511398,69.77362948656082,70.7243339419365,74.6240376830101,72.88733547925949,76.15723544359207,77.11544930934906,75.6133444905281,77.00577348470688,81.58497101068497,84.82249146699905,86.03138899803162,83.05256700515747,86.12638527154922,85.53754729032516,88.71799367666245,90.91653263568878
515,62.51347494125366,70.36575096845627,72.69963371753693,79.16560071706772,80.85013926029205,82.73934406042099,82.92007148265839,87.24036920070648,84.55151027441025,88.04332000017166,87.5780274271965,86.86051797866821,87.48780709505081,92.29531413316727,99.00174868106842,93.4420874118805,100.69663614034653,102.97945594787598,104.02840316295624,103.99203330278397,109.65161150693893
572,56.054003059864044,54.558635115623474,52.87932378053665,54.06017452478409,67.72333145141602,69.91683560609818,71.27327835559845,72.93913841247559,70.23066318035126,72.99640554189682,73.67954391241074,72.4024246931076,75.44194597005844,78.58473259210587,82.33815604448318,76.6993003487587,80.7979890704155,84.03044784069061,84.60890603065491,84.80893898010254,87.25631648302078
573,54.80757391452789,59.094085931777954,59.12731695175171,62.75714695453644,70.42392057180405,71.54542255401611,71.727996826171875,75.28873908519745,72.51941400766373,75.80661022663116,76.19946777820587,76.24099206924438,78.4588069319725,81.03044331073761,86.3986234664917,81.11376041173935,86.47569137811661,89.0228042602539,88.70883244276047,90.42038828134537,93.59226578474045
